"06_3928A_1x.cov","06_3928A_cov.sum","06_3928A_cov.sd","P17777_1x.cov","P17777_cov.sum","P17777_cov.sd"
"PITG_13894",570,42751,12.9536824090151,570,43008,9.77184552390763
"PITG_13895",2306,138255,15.0305253669534,2312,163132,12.8780519986512
"PITG_13896",1500,81241,18.4912989893742,1500,106104,12.036232159182
"PITG_13897",3810,231985,16.0006529784674,3810,278387,15.7152535819265
"PITG_13898",1033,65849,11.2609998187077,1033,83832,9.95535219989354
"PITG_13899",886,57579,11.0418241057908,886,64675,10.998664009367
"PITG_13900",759,45310,17.1893192212675,759,51618,15.7286502518686
"PITG_13901",3281,215454,17.5459549461474,3281,239521,15.1593163467801
"PITG_13902",909,39592,21.3664906148465,908,36875,14.7592733233518
"PITG_13903",971,66762,16.5815433804077,971,67355,11.2120829009179
"PITG_13904",3457,216633,15.1281065293183,3479,244982,14.05939090097
"PITG_13905",3089,196458,16.6900640423613,3089,229412,15.931048066444
"PITG_13906",1322,81371,12.1098012410204,1325,98214,13.3554615917744
"PITG_13907",483,35368,18.2883997004197,483,33013,8.51796581881533
"PITG_13908",775,46909,11.6805650077265,775,57317,10.5259366409301
"PITG_13909",1343,78855,11.4142740385033,1343,97494,14.2631703641368
"PITG_13910",1120,63807,11.1866138119545,1120,74001,10.4168327192178
"PITG_13911",745,39444,15.3704586624746,745,47309,12.1990793203119
"PITG_13912",368,23384,13.1089860757471,368,28168,7.4693386602379
"PITG_13913",2081,121302,15.7085641140891,2081,141394,12.724139590934
"PITG_13914",1224,76668,16.14410122096,1224,99149,18.6984282218652
"PITG_13915",3761,201469,22.37878783116,3761,244451,18.6581957083673
"PITG_13916",546,30030,11.3295910353165,546,41519,15.7197959189972
"PITG_13917",1713,100222,16.0323157298429,1713,120190,11.8811833960564
"PITG_13918",2564,178213,15.9968163074057,2564,204406,16.1838969933416
"PITG_13919",904,42236,14.5209114194757,904,46943,14.5394535735922
"PITG_13920",3069,228857,18.6668274993085,3069,257293,15.8554067848394
"PITG_13921",1179,80710,10.5920855077011,1179,84684,10.8902809542052
"PITG_13922",411,24034,14.9232614637739,411,34934,20.6639191597636
"PITG_13923",2712,158545,13.9166483602663,2712,175917,13.4147913075324
"PITG_13924",2736,166376,13.2795449580451,2736,202217,12.7040090893749
"PITG_13925",1467,96477,15.1147918892218,1467,112742,14.0455529891624
"PITG_13926",1715,99292,15.9104760143671,1715,119845,13.3738650294751
"PITG_13927",1113,54286,13.4854169612457,1113,78213,13.5253729097044
"PITG_13929",1802,99620,11.7270375383824,1802,121133,10.5489697338099
"PITG_13930",345,19366,9.32548812031684,345,27120,11.0031937637685
"PITG_13934",2099,118526,10.1586222945112,2099,165141,14.7656898927284
"PITG_13935",699,41793,18.6604436538757,699,52365,10.5718208038178
"PITG_13936",291,17612,8.77075957293295,291,21222,12.160632432522
"PITG_13937",666,37666,13.1158197794833,666,47344,10.8313766541462
"PITG_13938",955,42295,11.8582566622344,955,51351,12.4670962769279
"PITG_13939",2961,182787,14.7789289164069,2961,230611,15.0833084654585
"PITG_13940",345,11951,22.3355379491275,345,22572,8.33986734066307
"PITG_13941",519,26413,16.3624462687362,519,33735,12.7089485999973
"PITG_13942",881,63328,23.3197078923405,881,63863,10.160090570887
"PITG_13946",1832,164044,51.1279998474942,150,289,0.533636440497535
"PITG_13947",624,56284,29.2032056710847,149,243,0.81160344267779
"PITG_13948",670,58354,31.9243754790396,36,83,0.545011224974242
"PITG_13949",1833,137391,24.5190879053455,144,144,0.269123798346807
"PITG_13950",639,56771,24.4618040993031,152,152,0.426113708530554
"PITG_13951",645,59146,27.7978966543218,0,0,0
"PITG_13952",637,50357,31.0916221916512,133,133,0.406764285950855
"PITG_13953",636,68177,44.4452495604209,199,242,0.609528330610536
"PITG_13954",262,10557,18.8107409965862,0,0,0
"PITG_13955",523,58093,19.1129402277758,191,434,1.18406945252997
"PITG_13956",345,16822,11.5779752673283,187,592,1.86004682271068
"PITG_13957",1514,180122,55.375415990722,1296,29459,20.109183050297
"PITG_13959",390,28530,10.0988392051991,390,29928,13.4597680126193
"PITG_13960",700,30826,10.1732512942808,700,49643,8.65375608506076
"PITG_13961",654,36916,11.5049511221737,654,32477,10.0012986732298
"PITG_13963",2668,147624,29.9978820677827,2666,143722,35.0450568917345
"PITG_13964",849,33915,11.3335271762979,849,24358,17.0575305970056
"PITG_13965",869,46033,24.282120092481,869,38159,22.7823345242964
"PITG_13966",1026,50113,9.71123241368626,1026,45947,12.2310493014189
"PITG_13967",684,43544,9.87990180370408,684,69216,18.2262712549533
"PITG_13968",13181,898723,15.8234342643478,13181,1093766,21.2931593115134
"PITG_13969",545,30680,11.8084456567715,545,40903,10.0103403769818
"PITG_13970",2027,123980,15.3177966235709,2027,151610,15.490850634263
"PITG_13971",1801,111741,15.587736181993,1801,123628,13.8009431948707
"PITG_13972",456,18962,11.2713614858006,456,24563,11.9249337005811
"PITG_13973",686,43502,10.0108281270706,671,29170,17.6123369175092
"PITG_13974",720,36194,11.1303896652287,716,30548,11.8081702723171
"PITG_13975",371,14683,12.3741841824345,371,21217,10.9043497957058
"PITG_13976",1502,115124,16.3366275036915,1502,117588,9.62036722104525
"PITG_13977",2511,143053,13.0902143919383,2511,187965,14.9187225227853
"PITG_13979",829,44298,14.577785584365,829,55465,11.9702056168192
"PITG_13980",1341,69639,19.3342274476301,1341,73667,17.1513505234982
"PITG_13981",1569,60488,10.9342893704927,1569,52839,10.6012240031446
"PITG_13983",527,26301,13.0518448518087,526,28597,12.4428990668591
"PITG_13985",1025,51274,26.8793714187985,1020,65302,31.6205396739302
"PITG_13986",1025,49365,9.82296610549767,1025,64867,12.1622661691357
"PITG_13987",201,11375,7.17514712869415,201,14254,8.95029669593548
"PITG_13988",3543,203603,14.385823761942,3543,231886,14.4942457704859
"PITG_13989",1061,70199,12.9428639807606,1061,80292,13.8214513164817
"PITG_13990",512,26169,12.3896818298597,512,34871,11.6366291745395
"PITG_13991",1834,104743,12.2221679240816,1834,132328,12.3183196664347
"PITG_13992",834,49951,11.9023388098876,834,58915,10.6752681468724
"PITG_13994",1352,77892,18.3096749782992,1352,80710,21.9745439441813
"PITG_13995",1058,74320,19.3219035384266,1058,95405,23.5096278759449
"PITG_13997",3854,221277,17.444542410988,3855,270676,16.668353910098
"PITG_13998",745,47461,16.888574700122,745,56514,17.509019109087
"PITG_13999",1127,70222,12.1026743897453,1127,91777,9.96285091386585
"PITG_14000",1313,59342,20.1162910279798,1313,75067,24.8999690801355
"PITG_14001",1218,66252,16.1978532474569,1218,83567,19.6707858871885
"PITG_14002",1492,65801,14.3614997367908,1492,72332,10.5177672007622
"PITG_14003",1725,116883,12.7219094766616,1725,132128,10.8486575664603
"PITG_14005",1653,115360,14.6896030732129,1653,129286,16.1582489475492
"PITG_14006",830,51498,16.1509861907816,830,59085,10.4987824106988
"PITG_14007",2393,147513,11.9109527521486,2393,169986,10.674535251583
"PITG_14008",1706,98458,16.5181010005055,1706,121306,18.9126562878658
"PITG_14009",2859,174124,15.5226932506412,2859,211690,16.4056628616871
"PITG_14010",1545,100658,12.5209632892024,1545,117965,10.6962522735849
"PITG_14012",1346,43652,17.495648115468,1356,48986,15.1124132678988
"PITG_14013",1567,101354,14.4361637185788,1567,107426,15.1963096093036
"PITG_14014",4015,259884,25.855750153715,4015,338476,25.5452728676884
"PITG_14015",455,32505,11.8704541878457,455,39514,14.9246212386448
"PITG_14016",585,39836,20.6590322926204,585,38748,13.3055147538972
"PITG_14018",477,27351,10.0819104511346,477,35320,15.1435002368065
"PITG_14020",137,263,0.954646615588482,304,512,0.709573569384697
"PITG_14021",906,56922,15.6486682070737,906,70034,16.0541328719946
"PITG_14022",2795,175091,14.5822586967859,2795,205028,13.1712498131068
"PITG_14023",3431,146961,20.7445216953359,3509,168298,17.4976107561034
"PITG_14024",616,18261,9.30015658874783,616,24179,7.87669180450317
"PITG_14025",1123,40239,11.8333342667069,1123,43386,12.4090480971388
"PITG_14026",2844,196448,17.0594561132315,2844,102359,9.9454505891599
"PITG_14027",2557,82803,12.9851864736928,2303,28937,8.0251096522267
"PITG_14028",1645,75433,31.464814566719,1527,49588,21.0853593768872
"PITG_14029",3115,134849,13.87011558752,3115,84742,8.41418842315623
"PITG_14030",743,36869,9.42302670708947,743,25458,5.7848086322946
"PITG_14032",717,8718,4.13863701097858,713,10697,4.95641734977542
"PITG_14033",471,12644,10.9318669226615,471,13686,9.04168269846857
"PITG_14034",639,25273,19.0375020516799,639,31996,14.3701999523559
"PITG_14036",679,15179,8.69878275925152,679,25266,15.4200231689712
"PITG_14037",447,17833,20.0284583497817,447,21298,17.9819386294366
"PITG_14038",1320,61935,16.0305018143844,1320,79943,14.2716730908887
"PITG_14039",461,24634,10.8853074346915,461,24186,10.4516130891474
"PITG_14040",525,14565,7.17771754987169,525,28512,9.7612737159831
"PITG_14041",1331,53975,11.2939241421032,1331,68939,10.3144181609726
"PITG_14042",1035,125042,31.4902737529051,1035,111279,31.7959902669597
"PITG_14043",1688,60168,17.8385489656101,1688,83485,16.4317310829231
"PITG_14044",3880,146462,16.0904092558792,3882,155165,14.1301200277888
"PITG_14045",316,6546,16.6739139562555,262,3256,10.4670472620113
"PITG_14046",339,9871,10.0185206445098,338,7923,9.34144904058676
"PITG_14047",687,24367,23.0484701518731,685,29860,26.8854717496955
"PITG_14048",947,45826,24.661116226072,947,30638,6.41781682215762
"PITG_14049",993,39639,10.4671061238225,994,30430,6.94429615166221
"PITG_14050",807,37939,15.7673011864758,807,26632,8.0958126266245
"PITG_14051",2164,97513,24.3772292647672,2163,78557,18.3006331299606
"PITG_14052",936,26438,8.05552143364389,936,34461,6.72466603471773
"PITG_14054",690,43633,16.2110757083249,690,42421,10.9356354105137
"PITG_14055",1170,76479,15.8916266668346,1170,89610,10.5327334865624
"PITG_14056",1826,110112,14.8341734468316,1823,126054,19.1700495985859
"PITG_14057",1005,66507,12.3382695417361,1004,78531,11.9600604399617
"PITG_14058",1686,119866,13.4484137180879,1686,113651,12.9555605094147
"PITG_14059",396,44178,18.893006237628,396,42749,15.4862199573259
"PITG_14060",727,51995,20.7887664621125,727,51242,12.4416859119102
"PITG_14061",1266,67550,14.7396006733617,1266,80909,15.388886542623
"PITG_14062",918,52095,9.11892064851507,918,54155,13.0036043415021
"PITG_14063",2262,162767,14.8285922278499,2262,167205,13.459231198306
"PITG_14065",448,25967,14.0852593160935,448,27508,8.23041755261811
"PITG_14066",1618,85956,13.5636291375569,1618,98438,12.9266093563826
"PITG_14067",993,69006,14.3614134023353,993,65979,10.8315152130595
"PITG_14068",783,46440,24.7647650604618,783,83875,23.9610381527596
"PITG_14070",505,21864,7.77983729271479,505,33931,11.2046042207722
"PITG_14071",982,74798,16.4436435670953,982,80360,18.5581877157367
"PITG_14075",1040,44073,8.71473321015127,1040,40260,13.4163168128361
"PITG_14076",355,8967,15.4179217152735,355,8516,10.2262477903121
"PITG_14077",1223,26022,10.4483068283266,1224,35601,9.96124922989075
"PITG_14078",1769,100956,19.9359898711849,1769,102773,16.158933310954
"PITG_14081",909,57038,19.1825024990629,909,57754,13.6050363184209
"PITG_14082",649,37564,7.80537026053415,649,36547,9.65256825128953
"PITG_14083",1482,82801,20.9460318065418,1482,92120,12.0757349666815
"PITG_14084",1111,73483,13.7554842029966,1111,65896,13.722035315838
"PITG_14086",366,22034,13.0626559899047,366,19913,9.94592799310277
"PITG_14087",2506,192005,15.7261943465906,2506,195817,11.2780569851761
"PITG_14088",835,50799,19.2227835288461,835,50410,17.9975654555195
"PITG_14089",1683,84998,16.7455022604527,1683,58325,11.4280596023784
"PITG_14091",586,29136,10.8285869199164,586,30316,34.1399951178843
"PITG_14092",1247,91350,16.1113051479542,1247,91227,13.0541283687177
"PITG_14093",396,27145,7.62176902018548,396,26112,7.26053062442521
"PITG_14094",1700,95990,15.1479826599337,1699,121194,14.7836357324226
"PITG_14095",933,65951,16.2198751164766,933,71805,15.3694352409944
"PITG_14096",873,64290,15.3160322117894,873,59571,16.352128523661
"PITG_14097",1762,112748,14.0570302066709,1762,117914,10.8642147436958
"PITG_14099",728,45577,11.8229636770559,728,45926,12.9052583985435
"PITG_14100",1340,101395,15.3833566735651,1340,100526,11.0440592109697
"PITG_14101",1120,69759,14.7053923093117,1120,88268,21.6699565405375
"PITG_14102",2614,180587,19.5950031081294,2614,175954,18.7539027513181
"PITG_14103",893,41598,17.1088968165088,893,54558,13.2704241982659
"PITG_14104",978,60311,16.789777284605,978,64386,11.3628696281556
"PITG_14105",1046,58222,14.5442467958977,1046,67456,13.9545874647793
"PITG_14106",1064,48282,19.3888786129495,1064,55176,14.1544459544288
"PITG_14107",573,37648,15.9856559227144,573,49500,12.1653806019459
"PITG_14108",5027,359730,20.1943250761625,5027,375228,17.2389668806296
"PITG_14109",1654,94833,14.7876432132501,1654,107586,14.1179567101451
"PITG_14110",1739,130306,18.6951631070322,1738,137312,19.243432700084
"PITG_14111",5843,426948,17.2518369031245,5843,448210,15.5634327751638
"PITG_14112",965,48196,13.2851341996863,965,60032,13.9905019671459
"PITG_14113",952,39938,12.2767670312319,952,47425,11.2855504836301
"PITG_14114",1440,72251,17.0364700841901,1421,63960,17.076860952356
"PITG_14118",1471,105312,12.3347103990781,1471,110866,14.0426472064641
"PITG_14119",647,39074,10.0181170552942,647,38878,10.7515425215036
"PITG_14123",1560,109275,16.6923909839555,1560,124032,16.5562370437726
"PITG_14124",918,42817,24.4917221287545,926,36891,26.1845185745305
"PITG_14126",1852,80703,33.7649844265028,1797,87141,39.9229488279192
"PITG_14127",1076,25453,15.4814541580576,1053,27180,14.8283401923267
"PITG_14129",708,32039,30.131677253936,681,31076,30.4740199718351
"PITG_14130",1382,118446,16.2732533226349,1382,103881,16.5283507464523
"PITG_14131",1121,85872,15.034969644839,1121,83703,15.3632374598541
"PITG_14132",715,41451,12.4222227396699,715,43655,11.8216059518062
"PITG_14133",1547,93177,13.9867479181226,1547,92369,13.9687675799697
"PITG_14134",2031,144562,16.4172028312951,2031,153560,16.7620264533842
"PITG_14135",593,37098,9.27563329130374,593,39883,10.2102094164333
"PITG_14136",1339,95781,18.836353734392,1339,101258,12.4019257407239
"PITG_14137",4506,320196,14.8907365044552,4506,331526,11.9850220465324
"PITG_14138",1240,97530,15.2617963240023,1240,99405,15.2309927029556
"PITG_14139",1060,92815,14.8061765864616,1060,88164,12.078436618209
"PITG_14140",1522,103173,15.6029054740867,1522,123429,14.8139192642279
"PITG_14141",1645,126752,21.5690257152864,1645,126785,23.1278216691179
"PITG_14145",835,65216,20.1112953252205,835,60489,11.0018492523476
"PITG_14146",1006,51583,15.9902560077151,1006,79804,27.9139714211446
"PITG_14147",1671,130980,15.0740158497126,1671,161002,23.2778645941806
"PITG_14148",1080,55979,15.0352895275649,1078,60524,15.8738717070718
"PITG_14151",3267,202994,14.1494812692926,3267,228295,15.0564892854009
"PITG_14152",667,41002,11.466247431156,667,43904,10.3515622733078
"PITG_14155",1762,75457,16.8508413449826,1760,87363,13.2949967258524
"PITG_14156",2271,174769,13.5632272196024,2271,182760,11.6359687233938
"PITG_14159",2355,166882,10.2709408306803,2355,166873,9.75004511140721
"PITG_14160",1444,102250,18.4542289006495,1444,112003,16.1616275602725
"PITG_14161",1074,84586,23.4067135311651,1074,68669,12.1441643274254
"PITG_14162",3042,289126,35.6358501758258,3042,316180,28.0363036913244
"PITG_14163",1572,109526,14.3267750737733,1572,107721,18.2737168764438
"PITG_14165",763,42198,16.9471870693936,763,52715,16.0040160523955
"PITG_14166",342,36419,31.6832496526543,342,33368,14.5150294458335
"PITG_14167",969,74670,13.1347768410458,969,73594,12.9368866892852
"PITG_14168",915,72755,18.2899865955739,915,66050,8.6449802854758
"PITG_14169",3882,253405,27.7718616201572,3882,264110,21.0705332866437
"PITG_14170",1310,96334,31.1379991974852,1310,112034,39.1583225264146
"PITG_14171",1748,116071,15.6368027521167,1748,130217,12.7325298936859
"PITG_14172",1397,84543,16.173371680799,1397,84991,10.5532297503818
"PITG_14173",2623,188315,17.3875971456879,2623,206410,17.1076672625555
"PITG_14174",605,36736,19.1722667969044,605,38003,11.2874297219511
"PITG_14175",8683,663645,16.7837193406049,8683,680700,14.3471626527161
"PITG_14176",1998,135007,16.6613656586839,1998,149303,12.4065913181291
"PITG_14177",401,29187,9.68911194456511,401,28653,8.18770366292164
"PITG_14178",453,26382,15.551388668013,453,30569,11.6279997088701
"PITG_14179",841,32228,24.666666284086,813,40996,19.2970838380326
"PITG_14180",1177,73521,28.72053549696,1184,80537,34.9961774525122
"PITG_14181",2109,125933,15.4122400288042,2109,145786,12.361408205455
"PITG_14182",1586,124483,22.2757637420536,1586,131395,25.3716074775299
"PITG_14184",907,60146,11.56701721593,907,55629,14.2737909653712
"PITG_14187",953,63429,13.9050325385634,953,64253,12.7081999772944
"PITG_14188",2729,189267,16.6347697393864,2729,183743,14.0793101772185
"PITG_14189",1729,113074,18.8673248451251,1729,123464,16.4159182032579
"PITG_14190",1329,89063,24.9990617146488,1329,85757,12.441587844737
"PITG_14192",941,156402,31.78754565672,941,171078,24.0416310305816
"PITG_14193",681,49163,13.6870784800584,682,51003,12.7884237328195
"PITG_14194",1356,93704,18.6819080096288,1356,99730,15.0121716754787
"PITG_14195",1485,88017,17.2319512937218,1485,96200,19.4931716576907
"PITG_14196",1265,84244,32.9426354622741,1265,92392,36.163211840611
"PITG_14197",1160,75577,12.5813313443514,1160,83581,11.2893465796824
"PITG_14198",2124,120211,17.9857746455051,2124,145356,17.6474347117897
"PITG_14199",338,10627,17.5132848991315,372,15180,12.0730106558739
"PITG_14203",462,31696,8.12140833751174,462,26191,8.75711524714101
"PITG_14206",1176,75358,13.7399088353555,1176,85968,12.9692846667692
"PITG_14207",1032,63649,14.4922553599167,1032,72146,14.2652385207138
"PITG_14208",544,38526,18.2857584083257,544,40703,14.6176376248469
"PITG_14210",1597,105340,19.8097402845705,1597,122536,20.217049048041
"PITG_14211",741,47618,13.6527993949953,741,48833,7.61930410802963
"PITG_14212",1996,136599,20.3369379449688,1996,147828,15.8042677325057
"PITG_14213",366,23691,7.75766899594315,366,24661,8.07774049217611
"PITG_14214",544,11839,11.3088574883352,544,19830,9.73883242506898
"PITG_14215",945,68728,17.349141130451,945,79864,16.7180035292855
"PITG_14216",1089,53681,17.6720005561592,1089,72197,18.918876676368
"PITG_14217",976,73390,14.3873296643329,978,78730,10.4618280153239
"PITG_14218",2866,208415,16.2843903263091,2868,206390,15.0147942656223
"PITG_14220",3118,238753,16.637187136803,3118,248296,14.9733831248878
"PITG_14221",1071,75549,11.944497156857,1071,79806,12.7846101917672
"PITG_14222",1313,105949,15.9750589789479,1313,101040,13.8817459439081
"PITG_14223",723,39843,15.3303234106681,723,36236,10.2380103785466
"PITG_14224",1097,79058,14.5533566563638,1097,72037,9.41653476402297
"PITG_14225",1281,81597,11.1735626980167,1281,93776,10.1587786814841
"PITG_14226",1554,105502,15.7496390014006,1554,111480,14.2136870341315
"PITG_14227",3104,218650,14.1928312121886,3104,240234,13.749869030495
"PITG_14228",1379,113233,15.9519320129445,1379,119107,15.3215217011693
"PITG_14229",5369,361320,18.6742575984854,5370,400143,14.6760979171056
"PITG_14230",3681,255081,19.4452551557079,3681,277425,14.7610946665288
"PITG_14231",2162,133419,18.530592067757,2162,148120,17.4088524093791
"PITG_14232",1737,122675,18.4766832979112,1737,134443,18.935476171786
"PITG_14237",1854,133674,15.9512096726027,1854,143638,12.4777688661915
"PITG_14238",2001,148078,16.9185104545879,2001,143621,14.0281030493228
"PITG_14239",3061,219864,17.9973575028481,3061,231715,13.2966638847321
"PITG_14241",1239,95200,15.5273415663184,1239,93441,10.4675475151732
"PITG_14243",1587,115181,17.5898905401917,1587,115321,16.8860321813902
"PITG_14247",4481,320145,16.2395755713511,4481,333651,14.8732497135775
"PITG_14248",1109,68684,20.8145729248841,1109,68578,13.6521637277737
"PITG_14249",1489,89686,12.1169147671913,1489,88166,10.1643206788805
"PITG_14251",1827,101186,13.1220998242715,1827,116828,15.373526101381
"PITG_14252",2175,161589,22.9692132878949,2175,163111,16.2579526911016
"PITG_14253",1734,118704,18.2264757373606,1734,109320,16.1716572847718
"PITG_14254",1638,140954,32.5944095099087,1638,122426,22.698015470913
"PITG_14255",434,41039,25.5582901405915,434,36139,15.8591853835092
"PITG_14256",366,20031,15.2007769548612,366,19719,13.847057668087
"PITG_14257",2697,169712,17.8682774772224,2697,187991,15.0285619784345
"PITG_14258",620,34132,23.9837838453347,620,41323,19.0190385865337
"PITG_14259",483,25577,21.3379737635813,483,30309,14.0094948786153
"PITG_14260",1614,121654,15.0301199514321,1614,130878,17.111449570266
"PITG_14263",1639,109769,16.0700697608824,1639,110287,11.3746531526225
"PITG_14267",1902,123541,15.7814311582845,1902,131824,11.4536197428215
"PITG_14268",1277,69251,22.1320448271946,1277,74123,15.2785642798757
"PITG_14269",1149,70624,16.3297331496487,1149,84832,15.8759686406584
"PITG_14270",1437,97928,16.5154760655785,1437,89118,15.4429852454226
"PITG_14272",1774,102262,13.3902766242664,1772,110126,10.5428407697781
"PITG_14273",546,32465,15.1207745513659,546,29023,16.6498625169555
"PITG_14274",1579,93167,16.3840160059158,1579,104433,14.4782653790293
"PITG_14275",213,20604,12.4027816567443,213,17900,9.80558647340085
"PITG_14276",866,46133,13.3818628783503,866,53535,10.9611261051529
"PITG_14277",1827,129931,14.3344676439286,1827,124251,11.0524210658533
"PITG_14278",3193,215346,19.0801463310895,3193,222652,15.7821105658526
"PITG_14279",1597,123581,13.2819216424714,1597,127298,11.893911452372
"PITG_14280",667,38732,10.5962503698814,667,37138,7.90344703086712
"PITG_14281",1368,88522,14.8785428391719,1368,100189,12.3538356734612
"PITG_14282",701,38971,16.0355466660145,701,37008,13.3199639174043
"PITG_14283",978,62729,16.7380874332979,978,64876,12.2818318654573
"PITG_14284",5103,370239,16.6067181004302,5103,374562,16.2899725739857
"PITG_14285",749,34733,10.5692947360852,749,46042,9.30058310257211
"PITG_14286",1870,104583,19.2046922645686,1870,127607,19.5673392483009
"PITG_14287",1686,158626,36.5948387041354,1686,190040,41.762948961992
"PITG_14288",1681,180211,49.5209167195279,1678,218855,70.8081839052729
"PITG_14292",392,19985,6.06462954002967,392,22728,5.68342966200887
"PITG_14293",487,17801,15.0601303068811,493,38564,15.4566964195524
"PITG_14294",471,32352,23.2939185296546,471,29066,16.0444018447301
"PITG_14295",364,28889,49.13392079283,683,78107,26.4015592184167
"PITG_14296",5098,506743,42.1782352430692,5096,579317,45.2992625586847
"PITG_14297",337,16595,12.7706470868589,337,23109,14.9232629246304
"PITG_14298",720,42581,14.0149350073663,720,35422,7.65802409399854
"PITG_14299",1286,65089,12.7645827057373,1286,78023,9.54570671394124
"PITG_14300",1090,81812,14.6926414555928,1090,71559,13.5864346801959
"PITG_14302",642,25482,10.5273393414341,645,22452,10.5235276323705
"PITG_14303",767,77277,35.3879826024676,767,75218,22.6697390509337
"PITG_14304",1209,45558,19.2011382412254,1245,53099,20.6816964071609
"PITG_14309",2043,142178,32.2827188102724,2043,200349,43.4655687937671
"PITG_14310",842,71724,43.6236424286821,844,83127,62.2154537330281
"PITG_14312",2522,265114,77.6353710328559,2522,284043,75.0904740644291
"PITG_14314",1200,84711,44.2419190762855,1194,86582,43.8461887840366
"PITG_14315",1206,102264,36.7642914983259,1205,124316,36.0874920743918
"PITG_14319",1214,66468,19.5547906589056,1214,73867,38.1885610565088
"PITG_14322",2492,307422,80.3325400181743,2490,351378,77.8108082014586
"PITG_14325",803,174648,93.5217094083024,803,207319,94.1058512689989
"PITG_14326",845,106732,32.1191643139843,845,124008,28.0899092017471
"PITG_14327",487,64126,18.1126299760585,487,72489,31.8874291718693
"PITG_14328",436,38142,26.1582651368136,436,50562,36.4185613423968
"PITG_14330",303,11417,10.1899098246339,303,30930,20.7683613017159
"PITG_14331",1662,266794,63.9778068999591,1662,292781,69.5680292465754
"PITG_14332",1191,134398,38.569224719965,1191,148213,40.280654456974
"PITG_14334",303,5743,9.40187263566836,302,5899,11.4231454572054
"PITG_14335",1729,332195,90.1319801235167,1729,344654,85.2071835657933
"PITG_14336",381,40208,25.0078324517389,381,62630,36.1346186427423
"PITG_14337",785,96601,50.4871990680441,786,108255,53.0299191915263
"PITG_14338",424,23350,16.0239092456916,424,35681,31.1831710150909
"PITG_14339",358,23759,21.4391892435893,358,38511,31.9048661028624
"PITG_14343",1828,124746,26.8585576034502,1828,130547,29.2233519742958
"PITG_14344",955,162389,69.0179799693236,954,182494,74.8817705839364
"PITG_14346",1034,132535,73.6501936742418,1034,143277,72.4888349919907
"PITG_14348",657,52628,53.5358462363133,657,66509,72.4284848511052
"PITG_14349",1221,120986,33.6988303447798,1221,120981,23.3323015229306
"PITG_14351",1924,138092,29.3817170202924,1932,193171,43.3391510271655
"PITG_14352",896,59786,42.6249376758092,932,68432,45.1524836588803
"PITG_14353",1198,61805,20.3129600010471,1198,71002,22.3454783908767
"PITG_14354",2037,105169,21.0971988171546,1858,92500,22.7251074160908
"PITG_14355",1167,71880,14.1213035533785,1167,91079,15.5643023241738
"PITG_14356",720,49815,20.2725187725911,720,50564,21.4464854178206
"PITG_14357",1155,65285,11.8785774594164,1155,86880,15.3760122124908
"PITG_14358",875,57750,14.2961485267966,875,64792,9.74491500327492
"PITG_14359",353,20869,9.89188757852023,353,20631,10.886445492787
"PITG_14360",483,31579,10.3298207439172,483,28988,12.3072582146084
"PITG_14362",2688,157733,14.6493627782909,2688,189866,13.4520229580638
"PITG_14363",389,16187,8.81399800518148,389,20291,11.916677747772
"PITG_14364",913,61762,11.3419940427467,913,68651,10.0030736662887
"PITG_14365",2070,130355,20.7772314996585,2070,138973,17.3202612512742
"PITG_14366",1016,54748,14.8724215269201,1016,61684,11.5174777762008
"PITG_14368",447,22975,11.3804094286126,447,25190,10.804017701169
"PITG_14371",444,21949,6.79581365224672,444,26062,10.0161898919499
"PITG_14374",444,26564,14.4814812069781,444,27114,10.0072178209965
"PITG_14375",1921,32792,11.4410443190307,1966,71684,17.061607881512
"PITG_14376",587,11310,5.42101342456336,587,38458,7.88468471087982
"PITG_14377",478,10369,4.60784876090955,478,36106,8.49008490616051
"PITG_14379",1828,73897,18.40353379381,1828,93264,17.4592384935053
"PITG_14380",2559,163703,14.1195736571728,2559,189058,12.2551217814641
"PITG_14381",793,38180,7.80548171837413,793,47232,9.28935008033262
"PITG_14382",1181,80141,11.5809379200215,1181,80915,12.8756444457777
"PITG_14383",1126,68526,15.3066220862777,1126,74676,13.6208631578035
"PITG_14384",3338,227796,17.0577512713405,3338,249406,13.941366934521
"PITG_14385",4122,255698,26.4676629764461,4125,288793,29.1402697813285
"PITG_14386",701,34999,25.7084557958857,701,74703,38.157683470378
"PITG_14388",1581,104975,16.2307481418966,1581,107147,14.9065988812232
"PITG_14389",767,48959,13.8311952903763,767,53517,9.79809082081987
"PITG_14390",799,45848,13.3838909837653,799,60273,11.0786904292332
"PITG_14391",854,36864,10.362389651773,854,51454,12.0992561128558
"PITG_14392",2690,142478,18.4736135338888,2690,170468,19.7608963054019
"PITG_14393",2127,145934,15.0231539167627,2127,167396,11.3636178501801
"PITG_14394",662,45268,13.6117592053702,662,47272,10.6529547550778
"PITG_14396",2513,161049,19.1118300251495,2513,184467,24.8700253067657
"PITG_14397",1096,65897,11.8270595626953,1096,74170,14.5426804399291
"PITG_14398",1761,117380,14.0703947103389,1761,131071,13.3025883689032
"PITG_14399",1860,117301,16.6209704495428,1860,138634,14.7284693534007
"PITG_14400",917,58104,11.6849133013048,917,64736,15.5456399749493
"PITG_14401",4060,230258,17.8229323447465,4060,267536,20.2342996794399
"PITG_14402",819,39489,19.9285627373983,819,49774,24.3141423834977
