"X00Ip5_allele1","X00M_410_allele1","CBS.678.85_allele1","Ipom_1.2_allele1","Ipom_2.4_allele1","P3001_allele1","PIC97136_allele1","PIC97146_allele1","PIC97335_allele1","PIC97442_allele1","PIC97750_allele1","PIC97785_allele1","PIC99114_allele1","PIC99167_allele1","Pipo5_allele1","Pmir5_allele1"
"PITG_09682",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09683",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09684",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09685",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09686",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09689",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09690",4,3,3,NA,4,3,2,3,3,3,3,2,2,2,3,3
"PITG_09692",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09693",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09695",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09698",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09699",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09700",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09701",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09702",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09703",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09704",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09705",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09706",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09707",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09708",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09709",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09710",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09711",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09712",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09714",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09715",3,2,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09716",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09719",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09721",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09722",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09723",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09724",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09725",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09726",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09727",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09728",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09729",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09732",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09733",3,3,2,NA,4,2,2,3,3,2,2,2,2,2,3,2
"PITG_09737",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09738",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09739",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09741",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09742",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09744",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09745",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09746",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09747",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09748",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09750",2,3,3,NA,2,3,3,2,3,2,2,2,2,3,4,2
"PITG_09751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_09752",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09753",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09754",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09755",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09757",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09758",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09759",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09760",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09761",3,2,2,NA,2,2,2,3,4,3,2,2,2,2,2,2
"PITG_09765",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09766",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09767",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09768",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09769",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09770",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09771",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09772",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09773",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09774",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09775",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09777",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09778",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09779",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09780",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09781",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09782",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09783",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09784",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09785",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09786",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09787",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09788",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09789",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09790",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09791",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09792",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09793",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09794",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09795",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09796",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09797",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09798",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09799",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09800",2,2,3,NA,3,2,2,3,3,2,2,3,2,2,3,4
"PITG_09804",2,2,2,NA,5,3,2,4,3,2,3,3,5,2,5,4
"PITG_09807",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09815",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09816",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09817",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09818",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09819",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09820",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09821",3,3,4,NA,5,2,3,3,2,3,2,3,3,4,4,4
"PITG_09822",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09823",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09824",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09825",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09826",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09827",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09828",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09829",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09831",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09832",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09833",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09834",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09835",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09836",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09837",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09838",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09839",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09840",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09844",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09845",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09846",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09847",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09848",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09849",2,3,3,NA,4,2,2,2,2,2,2,3,3,2,3,4
"PITG_09851",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09852",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09853",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09854",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09855",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09856",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09861",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09862",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09863",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09864",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09866",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09867",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09868",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09869",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09870",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09871",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09872",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09873",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09874",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09875",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09876",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09877",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09878",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09879",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09880",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09881",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09882",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09883",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09884",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09885",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09886",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09887",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09888",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09889",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09890",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09891",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09894",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09895",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09896",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09897",3,4,3,NA,5,2,2,3,2,3,2,3,2,3,4,5
"PITG_09898",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09899",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09900",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09901",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09902",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09903",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09904",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09906",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09907",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09908",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09909",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09910",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09912",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09915",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09918",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09919",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09920",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09921",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09922",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09923",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09924",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09926",3,4,2,NA,4,2,2,3,2,3,2,3,3,3,3,3
"PITG_09927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_09928",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09929",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09930",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09931",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09932",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09935",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09936",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09937",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09938",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09939",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09940",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09941",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09942",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09943",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09944",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09945",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09947",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09949",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09950",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09951",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09952",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09953",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09954",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09955",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09956",3,5,3,NA,4,3,2,3,3,3,2,3,3,3,3,5
"PITG_09958",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09960",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09961",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09962",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09963",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09964",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09965",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09967",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09968",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09974",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09977",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09978",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09979",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09980",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09981",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09982",5,4,3,NA,5,2,2,2,2,2,2,2,3,4,3,5
"PITG_09983",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09984",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09985",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09986",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09987",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09988",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09989",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09990",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09991",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09992",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09993",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09995",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09996",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09997",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09998",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_09999",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10000",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10001",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10002",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10003",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10004",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10005",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10006",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10007",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10008",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10009",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10010",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10011",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10012",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10013",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10014",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10015",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10016",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10017",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10018",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10019",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10020",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10021",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10022",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10023",4,4,2,NA,4,3,2,3,3,2,2,2,2,3,3,4
"PITG_10024",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10025",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10026",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10027",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10028",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10029",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10030",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10031",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10032",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10033",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10034",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10035",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10036",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10037",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10038",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10039",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10040",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10041",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10042",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10043",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10044",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10045",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10046",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10047",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10048",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10049",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10050",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10051",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10052",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10053",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10054",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10055",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10056",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10057",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10058",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10059",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10060",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10061",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10062",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10063",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10064",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10065",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10067",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10068",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10069",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10072",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10075",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10076",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10077",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10078",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10079",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10080",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10081",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10082",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10083",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10084",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10085",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10086",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10087",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10088",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10089",3,4,2,NA,5,2,3,3,2,2,2,3,3,3,3,5
"PITG_10090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_10091",5,4,2,NA,5,3,2,2,2,2,2,3,2,4,3,5
